3393,3389,0.1656520925270238
3393,2209,0.1357218166147992
3393,3383,0.10287553315502254
3393,3244,0.10228113495239306
3393,2313,0.09926758647842879
3392,3382,0.08617352765470529
3392,3390,0.08492036478364567
3392,2903,0.06720782936547635
3392,2449,0.06548358502943505
3392,2741,0.06265289837692553
3391,3390,0.08175487146473315
3391,2960,0.07409650194926228
3391,2520,0.0670962067827369
3391,2879,0.06622827949467737
3391,2859,0.06481056755220999
3390,2545,0.13896811142256754
3390,3140,0.13810353142230844
3390,991,0.11572986776815468
3390,383,0.11167056924368395
3390,3380,0.09959464580980044
3389,3393,0.1656520925270238
3389,2112,0.13159742782567854
3389,2685,0.11765667516452051
3389,2853,0.11390727019946394
3389,2857,0.10808062776623684
3388,2401,0.10515401355832284
3388,1274,0.09559126198780778
3388,3386,0.0893075348151974
3388,2683,0.07802415149607816
3388,2782,0.07785212214505233
3387,3317,0.12519618542131086
3387,2646,0.12357956814847718
3387,116,0.11414852457825359
3387,2099,0.11318329650441629
3387,527,0.11273954347909204
3386,1132,0.13871830933647544
3386,1629,0.13084098275780262
3386,934,0.11940449635204795
3386,3222,0.10581246177451221
3386,3362,0.09861747650362765
3385,157,0.1309959614592364
3385,1344,0.12698805293912477
3385,2337,0.11158904325366299
3385,3114,0.09571350351436136
3385,542,0.09262381976706109
3384,3367,0.15373796428703734
3384,2199,0.10685177186540014
3384,1003,0.10366306746426315
3384,1878,0.1023475560049177
3384,798,0.08708989207347857
3383,2124,0.15099661952692114
3383,1983,0.1358411928999336
3383,3009,0.11377376332523648
3383,908,0.11352812348967115
3383,3389,0.10438546382533107
3382,2001,0.15059013822944997
3382,1783,0.13350045298281973
3382,2449,0.11748402890278291
3382,2903,0.1091610639962611
3382,969,0.10667645570214833
3381,736,0.1657191920012564
3381,2937,0.1439662050142662
3381,2563,0.13158043492361168
3381,2826,0.10509963591795239
3381,3142,0.10448021562113255
3380,864,0.15586962351324954
3380,1512,0.13943137315724793
3380,2079,0.13510218350606093
3380,1723,0.1338380051431761
3380,3390,0.09959464580980044
3379,2092,0.13301272701630276
3379,1512,0.10719193861849596
3379,1767,0.09090160588048152
3379,2956,0.08338659552843403
3379,3390,0.0748183453161567
3378,2151,0.1270881251894619
3378,3227,0.11870353015238569
3378,443,0.11507859154634956
3378,1999,0.1090213658964221
3378,2506,0.10089362900059382
3377,875,0.10752248105172549
3377,2699,0.10085361832196205
3377,1636,0.09819190834721374
3377,2542,0.09518086940946316
3377,991,0.09004549903784756
3376,3171,0.13524990878835036
3376,2904,0.08499932823643662
3376,2610,0.0734560856105115
3376,2439,0.06278779230466203
3376,2503,0.0510963408415945
3375,1782,0.20892078076692416
3375,448,0.1464440691594574
3375,2348,0.10687411163760552
3375,1694,0.0996034163240135
3375,1971,0.08412646790961907
3374,3001,0.2268841559741319
3374,2598,0.1823338473285304
3374,556,0.13400774630955306
3374,2195,0.12157505820827169
3374,374,0.07938797926375232
3373,2638,0.15809963755958384
3373,2909,0.1448844192205316
3373,1114,0.1400074130224022
3373,1462,0.112636916494852
3373,2656,0.10747262607119075
3372,1468,0.15919767714363123
3372,2892,0.15542470120862475
3372,1630,0.1485232681326289
3372,1305,0.14804314392443862
3372,625,0.13772272340446856
3371,2568,0.18400519558263004
3371,1344,0.17174500440965954
3371,3057,0.12108975627018825
3371,2774,0.09304032980592215
3371,3110,0.08162475648595138
3370,2627,0.2907137856650386
3370,2684,0.1555144273718158
